CVE_MUN,municipio,estado,NOM_ACUI,rha,POB_TOT,IM_2020,VA_Industrial,VA_Agricola,Tax_Ind_Millones,Vol_Extraccion_Total
13028,Huejutla de Reyes,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,126781.0,53.658295429392,349.348,0.0,0.00399,2.75711
13029,Huichapan,Hidalgo,POLOTITLÁN,Golfo Norte,47425.0,56.0543571778057,7639.344,0.0,8.67156,28.724469999999997
13030,Ixmiquilpan,Hidalgo,ACTOPAN - SANTIAGO DE ANAYA,Aguas del Valle de México,98654.0,56.5373323275692,343.115,0.0,0.14652,194.5502
13031,Jacala de Ledezma,Hidalgo,ZIMAPÁN,Golfo Norte,12290.0,53.9656350750003,26.648999999999997,0.0,0.0,0.97651
13032,Jaltocán,Hidalgo,ATOTONILCO-JALTOCAN,Golfo Norte,10523.0,53.3225471763921,67.925,0.0,0.0,0.01636
13033,Juárez Hidalgo,Hidalgo,ORIZATLÁN,Golfo Norte,2895.0,54.5171478419509,1.039,0.0,0.0,0.0004
13034,Lolotla,Hidalgo,ATLAPEXCO-CANDELARIA,Golfo Norte,9474.0,52.3812068237934,0.0,0.0,1.40622,0.37248
13035,Metepec,Hidalgo,ACAXOCHITLÁN,Golfo Norte,13078.0,54.9242779150512,816.279,0.136,0.0,14.78694
13036,San Agustín Metzquititlán,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,9449.0,55.2252338641373,30.493,0.0,0.00109,2.43489
13037,Metztitlán,Hidalgo,AMAJAC,Golfo Norte,20962.0,52.9106964158457,24.021,1.453,0.01907,49.061429999999994
13038,Mineral del Chico,Hidalgo,CUAUTITLÁN-PACHUCA,Golfo Norte,8878.0,53.8717747931378,3.4829999999999997,2.264,0.03941,3.65411
13039,Mineral del Monte,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,14324.0,57.2927515539903,66.704,0.0,0.0,0.00637
13040,La Misión,Hidalgo,ZIMAPÁN,Golfo Norte,9819.0,50.0579309274686,4.132,0.0,0.0,0.02008
13041,Mixquiahuala de Juárez,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,47222.0,57.9806274191608,441.694,0.0,0.0106,24.47413
13042,Molango de Escamilla,Hidalgo,ATLAPEXCO-CANDELARIA,Golfo Norte,11578.0,54.6963513866792,22.34,0.018,0.02737,0.11249
13043,Nicolás Flores,Hidalgo,ZIMAPÁN,Golfo Norte,6265.0,53.6354238240691,2.876,0.0,0.0,0.14308
13044,Nopala de Villagrán,Hidalgo,VALLE DEL MEZQUITAL,Golfo Norte,16948.0,54.1033824954232,60.962,0.0,0.00603,17.15809
13045,Omitlán de Juárez,Hidalgo,HUASCA-ZOQUITAL,Golfo Norte,9295.0,55.3892166322047,8.892,0.0,0.0,1.16676
13046,San Felipe Orizatlán,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,38492.0,52.8044712447808,84.026,0.0,0.0,3.64406
13047,Pacula,Hidalgo,MOCTEZUMA,Golfo Norte,4748.0,50.1399144054841,3.467,0.0,0.0,0.07627
13048,Pachuca de Soto,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,314331.0,59.9239208918057,6177.634,0.0,13.28144,1.19566
13049,Pisaflores,Hidalgo,ZIMAPÁN,Golfo Norte,18723.0,52.6225794054406,12.236,0.0,0.0,0.43577
13050,Progreso de Obregón,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,23641.0,58.4050711710475,560.728,1.676,0.27649,21.74084
13051,Mineral de la Reforma,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,202749.0,59.8923618649699,8107.896,0.0,18.61135,3.88702
13052,San Agustín Tlaxiaca,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,38891.0,56.7557695444204,531.282,0.0,0.0,5.54253
13053,San Bartolo Tutotepec,Hidalgo,ÁLAMO-TUXPAN,Golfo Centro,17699.0,48.6917271382493,14.664,0.635,0.0,0.14224
13054,San Salvador,Hidalgo,ACTOPAN - SANTIAGO DE ANAYA,Aguas del Valle de México,36796.0,56.4194329487375,34.985,0.559,0.0,43.42732
13055,Santiago de Anaya,Hidalgo,ACTOPAN - SANTIAGO DE ANAYA,Aguas del Valle de México,18329.0,55.4493166716119,1765.611,0.0,0.16376,35.004960000000004
13056,Santiago Tulantepec de Lugo Guerrero,Hidalgo,VALLE DE TULANCINGO,Golfo Norte,39561.0,57.5532000541543,824.821,0.0,4.66578,21.03505
13057,Singuilucan,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,15142.0,54.7241840438598,298.517,0.0,0.0,0.2143499999999999
13058,Tasquillo,Hidalgo,CHAPANTONGO-ALFAJAYUCAN,Aguas del Valle de México,17441.0,54.8078096481028,41.505,5.345,0.02856,97.04557
13059,Tecozautla,Hidalgo,VALLE DE TEQUISQUIAPAN,Golfo Norte,38010.0,54.5508107864517,92.656,14.369,0.5062,31.14729
13060,Tenango de Doria,Hidalgo,ACAXOCHITLÁN,Golfo Centro,17503.0,53.263527658287,18.28,0.0,0.0,1.74728
13061,Tepeapulco,Hidalgo,APAN,Aguas del Valle de México,56245.0,59.1760171326859,32149.894,0.0,35.71566,8.93918
13062,Tepehuacán de Guerrero,Hidalgo,ORIZATLÁN,Golfo Norte,31235.0,48.8791422979532,1.779,0.0,0.0,0.40483
13063,Tepeji del Río de Ocampo,Hidalgo,TEPEJI DEL RÍO,Aguas del Valle de México,90546.0,57.3885068059967,26439.582,0.0,8.00081,27.56816
13064,Tepetitlán,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,10830.0,55.7767683218919,5.71,0.0,0.0,24.21343
13065,Tetepango,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,11768.0,58.1302303404046,38.615,0.0,0.0,0.03154
13066,Villa de Tezontepec,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,13032.0,57.7164410401393,912.806,0.0,0.0,0.76655
13067,Tezontepec de Aldama,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,55134.0,57.0545075052865,155.571,15.073,36.44799,102.6586
13068,Tianguistengo,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,14340.0,50.1799333412537,10.004,0.012,0.0,0.11212
13069,Tizayuca,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,168302.0,59.4173310959409,26127.437,0.0,43.81327,7.42582
13070,Tlahuelilpan,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,19067.0,57.5885857984551,196.247,0.0,49.44546,12.20308
13071,Tlahuiltepa,Hidalgo,AMAJAC,Golfo Norte,9086.0,51.2630569211976,0.0,0.0,0.0,0.06365
13072,Tlanalapa,Hidalgo,APAN,Aguas del Valle de México,11113.0,58.7598955640261,185.34,0.0,0.0,1.5768
13073,Tlanchinol,Hidalgo,ATLAPEXCO-CANDELARIA,Golfo Norte,37722.0,52.873803942599,26.532,0.012,0.0,5.39708
13074,Tlaxcoapan,Hidalgo,VALLE DEL MEZQUITAL,Aguas del Valle de México,28626.0,58.3417799660763,773.979,0.0,47.61288,24.80514
13075,Tolcayuca,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,21362.0,57.993431264,368.755,0.0,0.0,1.37669
13076,Tula de Allende,Hidalgo,TEPEJI DEL RÍO,Aguas del Valle de México,115107.0,58.4276960546106,9462.618,0.0,53.09769,39.185480000000005
13077,Tulancingo de Bravo,Hidalgo,ACAXOCHITLÁN,Golfo Norte,168369.0,58.0695656770432,3991.259,0.294,14.78225,46.48883
13078,Xochiatipan,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,18260.0,48.693750132664,10.973,0.0,0.0,0.03767
13079,Xochicoatlán,Hidalgo,MEZTITLÁN,Golfo Norte,7015.0,54.7350140076077,3.766,0.006,0.59489,0.24236
13080,Yahualica,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,24674.0,48.8626706488855,30.916,0.0,0.0,0.26823
13081,Zacualtipán de Ángeles,Hidalgo,TAMPICO-MISANTLA,Golfo Norte,38155.0,56.5403864793947,1844.815,0.0,0.0,1.24237
13082,Zapotlán de Juárez,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,21443.0,57.8572152914156,582.053,0.0,0.10457,0.23114
13083,Zempoala,Hidalgo,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,57906.0,58.5100221301433,262.2,0.0,0.0,1.34718
13084,Zimapán,Hidalgo,CHAPANTONGO-ALFAJAYUCAN,Golfo Norte,39927.0,55.9023554986788,151.029,0.771,3.14733,3.03502
14001,Acatic,Jalisco,ALTOS DE JALISCO,Lerma-Santiago-Pacífico,23175.0,56.8976906563699,374.224,3.892,0.08109,29.038919999999997
14002,Acatlán de Juárez,Jalisco,LAGUNAS,Lerma-Santiago-Pacífico,25250.0,58.7390304017307,4670.9439999999995,0.298,8.6539,25.38178
14003,Ahualulco de Mercado,Jalisco,ARENAL,Lerma-Santiago-Pacífico,23630.0,59.1647776340978,165.399,0.0,0.0,43.31366
14004,Amacueca,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,5743.0,56.3817464491134,10.529,0.0,0.0,14.44941
14005,Amatitán,Jalisco,ARENAL,Lerma-Santiago-Pacífico,16490.0,58.2852514149864,2855.641,0.0,20.66295,7.16236
14006,Cuautla,Jalisco,TOMATLÁN,Lerma-Santiago-Pacífico,60386.0,58.3850413147151,2421.141,4.03,0.55752,52.67817
14007,San Juanito de Escobedo,Jalisco,AMECA,Lerma-Santiago-Pacífico,9433.0,57.9549402790243,59.818,0.0,0.06847,14.48321
14008,Arandas,Jalisco,OCOTLÁN,Lerma-Santiago-Pacífico,80609.0,57.9494689342465,9596.271,0.455,18.50278,32.6844
14009,El Arenal,Jalisco,ARENAL,Lerma-Santiago-Pacífico,21115.0,58.793772716188,1601.992,0.0,2.66869,17.89975
14010,Atemajac de Brizuela,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,7758.0,56.186967637558,79.943,0.0,0.22191,4.04642
14011,Atengo,Jalisco,UNIÓN DE TULA,Lerma-Santiago-Pacífico,5599.0,54.6486400613693,12.322,0.0,0.0,7.12442
14012,Atenguillo,Jalisco,UNIÓN DE TULA,Lerma-Santiago-Pacífico,4176.0,57.5300838859949,13.172,0.0,0.0,3.3384
14013,Atotonilco el Alto,Jalisco,LA BARCA,Lerma-Santiago-Pacífico,64009.0,58.192501513986,9011.305,0.0,31.29176,38.93426
14015,Autlán de Navarro,Jalisco,CUAUTITLÁN,Lerma-Santiago-Pacífico,64931.0,58.6789279598896,2727.746,109.015,5.18471,85.78352000000001
14016,Ayotlán,Jalisco,BRISEÑAS-YURÉCUARO,Lerma-Santiago-Pacífico,41552.0,56.5231794872051,1490.723,3.324,0.38509,94.95737
14017,Ayutla,Jalisco,LA HUERTA,Lerma-Santiago-Pacífico,12880.0,57.3527331443888,74.408,0.0,0.0,3.68609
14018,La Barca,Jalisco,BRISEÑAS-YURÉCUARO,Lerma-Santiago-Pacífico,67937.0,57.6883100108335,1447.011,1.222,0.03018,69.77188000000001
14019,Bolaños,Jalisco,SAN MARTÍN DE BOLAÑOS,Lerma-Santiago-Pacífico,7043.0,41.1824696936993,7.559,0.0,0.14794,0.69187
14020,Cabo Corrientes,Jalisco,TOMATLÁN,Lerma-Santiago-Pacífico,10940.0,54.9283691215401,56.31699999999999,80.035,0.0,3.32177
14021,Casimiro Castillo,Jalisco,CUAUTITLÁN,Lerma-Santiago-Pacífico,20548.0,57.5324544784367,1214.778,0.0,3.43894,68.14463
14022,Cihuatlán,Jalisco,MARABASCO,Lerma-Santiago-Pacífico,40139.0,57.2619110540223,258.61,82.967,0.00981,51.37718
14023,Zapotlán el Grande,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,115141.0,59.9441552048355,5091.935,0.0,0.53412,60.89019
14024,Cocula,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,29267.0,57.8695963384277,837.584,6.575,0.2565,60.34556
14025,Colotlán,Jalisco,TLALTENANGO-TEPECHITLÁN,Lerma-Santiago-Pacífico,19689.0,58.3835945582496,136.114,0.0,0.0,6.70835
14026,Concepción de Buenos Aires,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,6334.0,58.0194070999676,108.551,0.0,0.0,11.96062
14027,Cuautitlán de García Barragán,Jalisco,CIHUATLÁN,Lerma-Santiago-Pacífico,18370.0,49.6395203501102,24.428,1.005,0.0,23.99629
14029,Cuquío,Jalisco,ALTOS DE JALISCO,Lerma-Santiago-Pacífico,17820.0,55.895252008151,73.313,0.0,0.0,24.80123
14030,Chapala,Jalisco,TIZAPÁN,Lerma-Santiago-Pacífico,55196.0,59.0080061263008,1800.251,14.8,10.83631,12.230720000000002
14031,Chimaltitán,Jalisco,TLALTENANGO-TEPECHITLÁN,Lerma-Santiago-Pacífico,3270.0,49.6121121567291,0.0,0.0,0.0,0.8348800000000001
14032,Chiquilistlán,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,5983.0,55.1020742789416,26.269,0.0,0.0,3.16559
14033,Degollado,Jalisco,LA PIEDAD,Lerma-Santiago-Pacífico,21226.0,56.9801420466151,283.492,0.0,0.0,32.86941
14034,Ejutla,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,1981.0,56.6053400806101,5.767,0.0,0.0,1.69996
14035,Encarnación de Díaz,Jalisco,EL MUERTO,Lerma-Santiago-Pacífico,53039.0,57.3853356938327,742.183,0.0,0.21079,68.27754
14036,Etzatlán,Jalisco,AMECA,Lerma-Santiago-Pacífico,20011.0,58.7912743363854,251.474,0.0,0.0,14.67612
14037,El Grullo,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,25920.0,58.650684268875,180.662,0.0,0.20929,62.05094
14038,Guachinango,Jalisco,MIXTLÁN,Lerma-Santiago-Pacífico,4199.0,55.7832171221202,6.974,0.0,0.0,3.60452
14039,Guadalajara,Jalisco,TOLUQUILLA,Lerma-Santiago-Pacífico,1385629.0,60.7642604388961,195268.851,-39.572,82.29401,15.63867
14040,Hostotipaquillo,Jalisco,AMECA,Lerma-Santiago-Pacífico,8732.0,55.1287492832085,43.309,11.071000000000002,0.06245,4.29385
14041,Huejúcar,Jalisco,VILLA GUERRERO,Lerma-Santiago-Pacífico,5920.0,56.41309984568,262.807,0.0,0.0,1.43586
14042,Huejuquilla el Alto,Jalisco,NORTE DE JALISCO,Lerma-Santiago-Pacífico,10015.0,54.5872290457939,54.519000000000005,0.0,0.0,1.24555
14043,La Huerta,Jalisco,CIHUATLÁN,Lerma-Santiago-Pacífico,23258.0,56.7307347344086,174.964,111.103,1.61122,56.17874
14044,Ixtlahuacán de los Membrillos,Jalisco,CHAPALA,Lerma-Santiago-Pacífico,67969.0,58.1843604514573,9570.401,0.0,65.3861,23.524989999999995
14045,Ixtlahuacán del Río,Jalisco,ALTOS DE JALISCO,Lerma-Santiago-Pacífico,20465.0,56.4021063349792,140.954,0.0,0.0,16.41079
14046,Jalostotitlán,Jalisco,LAGOS DE MORENO,Lerma-Santiago-Pacífico,32678.0,58.2101957226458,1306.253,0.0,4.21351,40.04605
14047,Jamay,Jalisco,CIÉNEGA DE CHAPALA,Lerma-Santiago-Pacífico,24894.0,57.690577793034,419.781,45.917,0.16189,29.67472
14049,Jilotlán de los Dolores,Jalisco,APATZINGÁN,Balsas,9425.0,53.7635807841454,14.983999999999998,2.392,0.0,18.09294
14050,Jocotepec,Jalisco,LAGUNAS,Lerma-Santiago-Pacífico,47105.0,57.5185138592717,234.858,50.568,0.61256,22.26122
14051,Juanacatlán,Jalisco,CAJITITLÁN,Lerma-Santiago-Pacífico,30855.0,59.408009890115,185.697,0.0,0.42737,24.00994
14052,Juchitlán,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,5534.0,56.2586268931912,48.317,0.0,0.0,3.21332
14053,Lagos de Moreno,Jalisco,SAN DIEGO DE ALEJANDRÍA,Lerma-Santiago-Pacífico,172403.0,57.7071595290716,34942.308000000005,0.0,51.24161,181.97719
14054,El Limón,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,5368.0,57.1860330566606,17.644,0.0,0.0,66.20679
14055,Magdalena,Jalisco,AMECA,Lerma-Santiago-Pacífico,21781.0,58.2058392980785,114.512,3.229,0.00932,13.11131
14056,Santa María del Oro,Jalisco,COLOMOS,Balsas,1815.0,50.6407720750318,3.764,0.0,0.0,0.08968
14057,La Manzanilla de la Paz,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,4099.0,57.3915315528247,38.372,0.0,0.0,1.09043
14058,Mascota,Jalisco,MARAVILLA,Lerma-Santiago-Pacífico,14451.0,58.2255869608959,84.55199999999999,0.0,0.11055,31.332029999999996
14059,Mazamitla,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,14043.0,57.8239662753763,109.867,0.0,0.20368,10.00319
14060,Mexticacán,Jalisco,ENCARNACIÓN,Lerma-Santiago-Pacífico,5307.0,56.0956584960145,178.06699999999998,0.0,0.0,5.13629
14061,Mezquitic,Jalisco,VALLE SANTIAGO-SAN BLAS,Lerma-Santiago-Pacífico,22083.0,31.3056684364792,12.459,0.0,0.0,3.87206
14062,Mixtlán,Jalisco,UNIÓN DE TULA,Lerma-Santiago-Pacífico,3638.0,56.3081326261795,9.073,0.0,0.0,3.1009900000000004
14063,Ocotlán,Jalisco,LA BARCA,Lerma-Santiago-Pacífico,106050.0,58.7587782029387,17610.337,21.278,27.22041,26.36245
14064,Ojuelos de Jalisco,Jalisco,LAGOS DE MORENO,Lerma-Santiago-Pacífico,33588.0,55.984986616106,197.104,0.439,0.0,12.49004
14065,Pihuamo,Jalisco,COAHUAYANA,Lerma-Santiago-Pacífico,11386.0,56.3239905529311,35.67,4.6739999999999995,0.02712,17.33112
14066,Poncitlán,Jalisco,CIÉNEGA DE CHAPALA,Lerma-Santiago-Pacífico,53659.0,56.4942336993815,8367.12,44.785,2.27131,31.54382
14067,Puerto Vallarta,Jalisco,PUERTO VALLARTA,Lerma-Santiago-Pacífico,291839.0,59.7578031009193,2348.264,14.674,11.59977,38.840399999999995
14068,Villa Purificación,Jalisco,MIGUEL HIDALGO,Lerma-Santiago-Pacífico,11303.0,56.0086274912701,28.46,0.0,0.0,27.00276
14069,Quitupan,Jalisco,CIUDAD GUZMÁN,Balsas,7734.0,54.2105750843677,7.06,0.0,0.0,8.61879
14070,El Salto,Jalisco,TOLUQUILLA,Lerma-Santiago-Pacífico,232852.0,58.6380879319378,87170.925,0.0,102.34752,21.6383
14071,San Cristóbal de la Barranca,Jalisco,ARENAL,Lerma-Santiago-Pacífico,2924.0,54.382333089295,0.371,0.0,0.0,4.5095600000000005
14072,San Diego de Alejandría,Jalisco,RÍO TURBIO,Lerma-Santiago-Pacífico,7609.0,57.4509303493604,107.795,0.0,0.0,19.96877
14073,San Juan de los Lagos,Jalisco,LAGOS DE MORENO,Lerma-Santiago-Pacífico,72230.0,58.2880559875209,4879.966,0.0,1.33739,88.83715
14074,San Julián,Jalisco,SAN JOSÉ DE LAS PILAS,Lerma-Santiago-Pacífico,16792.0,58.2926065820289,1048.301,0.0,0.0,3.30372
14076,San Martín de Bolaños,Jalisco,TLALTENANGO-TEPECHITLÁN,Lerma-Santiago-Pacífico,3095.0,53.3819718255399,11.645,0.0,0.0,1.01818
14077,San Martín Hidalgo,Jalisco,UNIÓN DE TULA,Lerma-Santiago-Pacífico,28102.0,57.5220420237496,348.934,45.094,0.34262,45.39825
14078,San Miguel el Alto,Jalisco,OCOTLÁN,Lerma-Santiago-Pacífico,31965.0,57.623208743836,2353.444,0.0,0.0,37.48298
14080,San Sebastián del Oeste,Jalisco,MIXTLÁN,Lerma-Santiago-Pacífico,5086.0,55.3418818201936,4.425,0.0,0.0,4.509460000000001
14081,Santa María de los Ángeles,Jalisco,VILLA GUERRERO,Lerma-Santiago-Pacífico,3515.0,55.1148062210707,8.659,0.0,0.0,2.48407
14082,Sayula,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,37186.0,58.7429088079545,1490.413,73.303,1.2344,54.18034
14083,Tala,Jalisco,LAGUNAS,Lerma-Santiago-Pacífico,87690.0,58.5579720860281,4611.5160000000005,6.381,10.96451,113.55606
14084,Talpa de Allende,Jalisco,TOMATLÁN,Lerma-Santiago-Pacífico,14997.0,57.0865752530436,119.753,0.0,0.00455,7.61604
14085,Tamazula de Gordiano,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,38955.0,57.512424140821,2380.968,0.58,7.63184,80.20785000000001
14086,Tapalpa,Jalisco,JIQUILPAN,Lerma-Santiago-Pacífico,21245.0,56.5667974647515,123.056,0.0,1.41609,28.121270000000003
14087,Tecalitlán,Jalisco,OSTULA,Lerma-Santiago-Pacífico,16705.0,56.9507872280508,73.214,0.0,0.00053,20.37813
14088,Tecolotlán,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,16603.0,57.8511448403694,302.33799999999997,0.0,0.21885,17.525750000000002
14089,Techaluta de Montenegro,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,4072.0,55.9364394093109,7.926,0.0,0.0,5.2032
14090,Tenamaxtlán,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,7302.0,56.9529360653482,77.04,0.0,0.00033,6.38541
14091,Teocaltiche,Jalisco,LAGOS DE MORENO,Lerma-Santiago-Pacífico,39839.0,57.1148795594554,300.988,0.5309999999999999,0.15821,38.74817
14092,Teocuitatlán de Corona,Jalisco,TIZAPÁN,Lerma-Santiago-Pacífico,11039.0,56.0448422210952,195.705,0.0,0.00137,38.83301
14093,Tepatitlán de Morelos,Jalisco,OCOTLÁN,Lerma-Santiago-Pacífico,150190.0,59.1237133258666,13297.351,0.0,9.50426,60.69339
14095,Teuchitlán,Jalisco,ARENAL,Lerma-Santiago-Pacífico,9647.0,57.3013674111292,22.162,12.284,0.0,35.30344
14096,Tizapán el Alto,Jalisco,TIZAPÁN,Lerma-Santiago-Pacífico,22758.0,57.0152420497042,86.119,43.792,0.0,14.85163
14097,Tlajomulco de Zúñiga,Jalisco,LAGUNAS,Lerma-Santiago-Pacífico,727750.0,59.9504294537918,91121.785,33.694,83.19435,92.23772
14098,Tuxpan,Jalisco,ALZADA-TEPAMES,Lerma-Santiago-Pacífico,687127.0,60.0936135138161,90214.989,0.0,33.4604,16.41529
14099,Tolimán,Jalisco,COLIMA,Lerma-Santiago-Pacífico,11219.0,54.0856193248939,21.061,0.543,0.20697,18.43307
14102,Tonaya,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,5961.0,56.7078140746701,360.173,0.0,0.0,6.480729999999999
14103,Tonila,Jalisco,ALZADA-TEPAMES,Lerma-Santiago-Pacífico,7565.0,56.6318364929324,36.894,0.0,0.0,17.745820000000002
14104,Totatiche,Jalisco,TLALTENANGO-TEPECHITLÁN,Lerma-Santiago-Pacífico,4180.0,55.6579100639381,15.881,0.0,0.0,3.36794
14105,Tototlán,Jalisco,PONCITLÁN,Lerma-Santiago-Pacífico,23573.0,57.8106105633017,6014.766,8.555,2.48572,20.317280000000004
14106,Tuxcacuesco,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,5482.0,54.6741648285152,3.622,0.0,0.0,23.03906
14107,Tuxcueca,Jalisco,TIZAPÁN,Lerma-Santiago-Pacífico,6702.0,56.2111456884431,32.663,45.309,0.00674,4.64262
14109,Unión de San Antonio,Jalisco,RÍO TURBIO,Lerma-Santiago-Pacífico,19069.0,55.7614463904937,2317.9680000000003,0.0,1.00277,40.58606
14110,Unión de Tula,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,13799.0,58.4865609129276,88.078,38.192,0.0,14.87549
14111,Valle de Guadalupe,Jalisco,TEPATITLÁN,Lerma-Santiago-Pacífico,6627.0,57.2541336081359,121.158,0.0,0.20366,9.3092
14112,Valle de Juárez,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,6151.0,56.2892011058668,110.087,0.0,0.0,3.67953
14113,San Gabriel,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,16548.0,56.2676647535904,189.252,0.0,0.0,17.2412
14114,Villa Corona,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,19063.0,57.4551970641766,202.451,0.857,0.57783,42.40881
14115,Villa Guerrero,Jalisco,SAN MARTÍN DE BOLAÑOS,Lerma-Santiago-Pacífico,5525.0,53.1203941707621,38.152,0.0,0.0,1.86401
14116,Villa Hidalgo,Jalisco,ENCARNACIÓN,Lerma-Santiago-Pacífico,20088.0,57.6087678929162,215.968,0.319,0.0,14.46753
14117,Cañadas de Obregón,Jalisco,VALLE DE GUADALUPE,Lerma-Santiago-Pacífico,4388.0,55.8449830188748,11.017,0.0,0.0,1.51177
14118,Yahualica de González Gallo,Jalisco,ALTOS DE JALISCO,Lerma-Santiago-Pacífico,22394.0,57.4565186639166,135.28199999999998,0.751,0.16141,27.43774
14119,Zacoalco de Torres,Jalisco,AUTLÁN,Lerma-Santiago-Pacífico,30472.0,57.3808090186902,356.799,0.0,1.60564,22.84882
14120,Zapopan,Jalisco,SAN ISIDRO,Lerma-Santiago-Pacífico,1476491.0,60.7295228613102,240144.654,10.597,103.5098,69.80367
14121,Zapotiltic,Jalisco,CIUDAD GUZMÁN,Lerma-Santiago-Pacífico,33713.0,58.4852367080425,5092.5650000000005,0.0,1.85649,60.91593
14122,Zapotitlán de Vadillo,Jalisco,COLIMA,Lerma-Santiago-Pacífico,7466.0,53.6408216428189,10.247,0.0,0.0,2.8274399999999997
14123,Zapotlán del Rey,Jalisco,CAJITITLÁN,Lerma-Santiago-Pacífico,19279.0,55.6755413433868,704.799,0.0,0.32611,30.29241
14124,Zapotlanejo,Jalisco,PONCITLÁN,Lerma-Santiago-Pacífico,64806.0,57.1799967156272,4858.661,2.2960000000000003,17.29491,127.86898
14125,San Ignacio Cerro Gordo,Jalisco,OCOTLÁN,Lerma-Santiago-Pacífico,18341.0,57.5154870793624,1095.255,0.0,10.06083,3.14356
14168,Tequila,Jalisco,ARENAL,,,,0.0,0.0,0.0,0.0
14186,Tomatlán,Jalisco,TOMATLÁN,,,,0.0,0.0,0.0,0.0
15001,Acambay de Ruíz Castañeda,México,IXTLAHUACA-ATLACOMULCO,Aguas del Valle de México,67872.0,52.7750350397093,708.9150000000001,0.731,0.0,18.50281
15002,Acolman,México,CUAUTITLÁN-PACHUCA,Aguas del Valle de México,171507.0,58.3893321583535,9356.471,0.0,24.67374,14.78856
15003,Aculco,México,POLOTITLÁN,Aguas del Valle de México,49266.0,52.8398605360553,552.313,0.985,0.0,19.525889999999997
15004,Almoloya de Alquisiras,México,ALTAMIRANO-CUTZAMALA,Balsas,15333.0,54.0692949876164,27.253,0.0,0.0,2.81811
15005,Almoloya de Juárez,México,VILLA VICTORIA-VALLE DE BRAVO,Lerma-Santiago-Pacífico,174587.0,55.0208093575604,1883.712,0.457,17.3275,31.62481
15006,Almoloya del Río,México,VALLE DE TOLUCA,Lerma-Santiago-Pacífico,12694.0,57.9947011427992,182.559,0.0,0.0,0.72461
15007,Amanalco,México,VILLA VICTORIA-VALLE DE BRAVO,Balsas,23675.0,53.5385848546041,18.033,32.278999999999996,0.0,53.69306
15008,Amatepec,México,ALTAMIRANO-CUTZAMALA,Balsas,25244.0,52.7637158822957,49.691,0.007,0.0,2.49276
15009,Amecameca,México,CUAUTLA-YAUTEPEC,Aguas del Valle de México,53441.0,57.8710471579132,634.424,0.0,0.0,0.152
15010,Apaxco,México,VALLE DEL MEZQUITAL,Aguas del Valle de México,31898.0,58.0617527169983,8083.056,0.0,0.45613,11.060430000000002
